9.370699	-0.099075	 0.014799	
9.431780	-0.102177	 0.097696	
9.561892	-0.108203	 0.260722	
9.839728	-0.114867	 0.473206	
10.395073	-0.047397	 0.844453	
11.244739	0.085605	 1.498472	
12.398786	0.292515	 2.298385	
12.945503	0.394741	 2.484764	
13.037875	0.393119	 2.123085	
12.785257	0.361554	 1.516499	
12.324413	0.323359	 0.942008	
11.157053	0.261607	 -0.036812	
10.654937	0.188328	 -0.273569	
9.973723	0.113373	 -0.593044	
9.866054	0.103460	 -0.523225	
9.440605	0.028518	 -0.546089	
9.473010	0.007034	 -0.387362	
9.015945	0.027949	 -0.428522	
9.247017	0.040487	 -0.257289	
8.936383	0.030973	 -0.337469	
9.232006	0.035742	 -0.088920	
9.194025	0.014067	 0.081639	
9.391136	0.001315	 0.250720	
9.110536	0.017838	 0.092736	
9.341890	0.027829	 0.169462	
9.147547	-0.013348	 0.062809	
9.359199	-0.022173	 0.202094	
9.030944	-0.036142	 0.133682	
9.286304	-0.015691	 0.292806	
9.048967	0.026802	 0.176083	
9.210669	0.046070	 0.178693	
8.801136	0.062569	 -0.107212	
8.738063	0.087417	 -0.055236	
8.379615	0.105234	 -0.007043	
8.711628	0.118831	 0.234163	
8.480121	0.070309	 0.161959	
8.543167	0.057310	 0.216253	
8.144416	0.040869	 0.112394	
8.190250	0.048497	 0.167665	
7.882806	0.042302	 0.090853	
7.591042	0.072662	 0.072872	
7.318745	0.079498	 0.078441	
7.260520	0.080758	 0.098321	
7.097233	0.094677	 0.054046	
7.147563	0.099602	 0.051444	
6.657567	0.074112	 -0.080892	
6.400830	0.091671	 0.012995	
6.251342	0.079671	 0.185088	
6.157505	0.061534	 0.226634	
6.088888	0.022586	 0.149930	
5.993428	-0.024299	 0.114618	
6.006482	-0.021293	 0.112450	
5.639560	0.044446	 0.074703	
5.131829	-0.041012	 0.039426	
5.283654	-0.071918	 0.126669	
5.006905	-0.042873	 0.093166	
5.104782	0.022031	 0.068437	
4.893441	0.077323	 0.000971	
4.945325	0.066861	 0.019119	
4.601381	-0.072017	 -0.010725	
4.283690	-0.136551	 -0.021112	
4.307010	-0.151832	 0.014298	
4.095159	-0.141183	 0.005939	
4.147228	-0.127179	 0.038312	
3.977063	-0.110006	 0.008359	
4.061944	-0.141412	 0.053411	
3.822918	-0.194420	 0.018359	
3.922194	-0.247707	 0.038504	
3.951184	-0.322486	 0.033457	
3.813466	-0.382617	 -0.027231	
3.634612	-0.456296	 -0.035883	
3.708927	-0.471609	 -0.009412	
3.660355	-0.436921	 -0.021624	
3.630248	-0.378349	 -0.052798	
3.750071	-0.342484	 -0.035178	
3.673437	-0.319282	 -0.046450	
3.663515	-0.275444	 -0.035827	
3.790131	-0.204769	 -0.001853	
3.755570	-0.071844	 0.004503	
3.682568	-0.061361	 0.005018	
3.741559	-0.098840	 -0.032688	
3.834317	-0.201875	 -0.094057	
3.902677	-0.161032	 -0.156896	
3.834600	0.011207	 -0.193306	
