0.518211	-0.398663	-0.707945	0.335634	0.414552	0.514989	0.298419	0.144239	-0.780465	-0.797798	-0.752610	-0.723097	0.588855	0.534201	0.476649	0.206566	0.614570	0.722969	0.664977	0.717160	0.642346	0.603019	0.600608	0.607587	0.553643	0.348923	0.316792	0.544407	0.541346	0.202962	0.394985	0.583629	0.561250	0.545196	0.524445	0.563820	-0.709922	0.569667	0.650248	0.233025	-0.717073	-0.720945	-0.761597	0.436424	0.582119	0.565225	0.378558	0.249786	0.677182	1.048617	0.643741	0.229779	0.228542	0.209292	0.132097	0.224627	-0.297059	-0.698920	-0.340553	0.535601	
4.168766	3.669444	4.787219	4.680907	4.234814	5.047766	4.622480	3.892551	0.521676	0.179547	-0.758181	0.555404	0.488447	0.736931	0.774611	0.755177	0.712552	0.721531	0.653689	0.465722	-0.718754	2.752805	3.688552	4.091332	4.114028	3.532346	3.755067	-0.694410	-0.696856	-0.707547	0.603379	0.732373	0.763384	0.547500	0.603432	0.593899	0.573306	0.617797	0.645016	0.678869	0.273418	-0.651851	0.576295	1.735240	2.248423	2.639705	1.110391	0.706982	0.734113	0.707219	0.646938	0.259780	0.533838	0.570007	0.524959	2.093095	2.546822	2.321287	3.107235	3.511874	
4.054934	0.542051	2.605963	-0.792006	3.155251	3.305457	3.617719	3.653963	4.882372	4.247581	0.538796	0.547147	0.888208	0.827811	4.552250	4.734059	5.220686	4.329355	3.777614	4.057811	4.871243	4.291542	4.008945	3.739034	3.799080	3.812095	3.122454	3.272817	3.558946	2.181961	2.155409	0.800500	2.555176	2.607158	2.741033	2.243479	-0.658337	0.526300	0.721924	0.664123	0.662760	0.589536	-0.590559	1.575665	2.667138	2.607843	2.064203	0.543959	0.536856	3.246560	3.175775	2.526698	2.700425	2.680146	2.631544	2.553709	2.564993	2.608659	2.654737	2.611477	
-1.184207	2.601547	2.777863	2.751652	2.690521	4.635880	4.367187	4.277194	4.835234	0.513558	1.192931	0.590040	0.828542	0.561329	0.694933	0.632202	3.181671	3.898239	4.382244	3.919806	4.176401	3.073948	2.759274	3.768944	2.838465	3.168251	4.225764	5.352475	5.150170	5.042598	4.575027	4.031901	1.590774	-0.485786	-0.568829	-0.603749	-0.618350	-0.493161	0.705243	0.624564	0.593241	0.541822	-0.473846	-0.454695	0.517509	0.528071	4.717508	3.698672	3.771443	3.094923	1.887748	2.241065	1.757757	0.000000	0.000000	0.000000	1.406431	1.387433	2.211704	2.195538	
2.309193	2.258238	3.038144	1.670657	1.204803	1.888939	4.232765	4.261552	-0.752314	0.555891	0.626557	0.735351	4.696265	4.392958	4.302692	3.839187	4.581233	4.118794	4.158800	2.546755	2.539118	3.052678	2.750652	3.033047	3.169335	4.198034	4.252317	0.000000	-0.172625	3.869110	0.000000	2.575462	3.003857	2.687388	-0.568111	-0.637277	-0.611297	0.675143	0.666169	0.715097	0.560250	0.290838	-0.489126	-0.467818	1.717687	0.511419	3.248551	2.754073	2.568132	2.558613	1.837507	1.842330	1.757449	0.000000	0.000000	0.000000	0.000000	0.179520	3.856544	3.922533	
-1.997215	0.000000	1.241110	2.237032	1.259176	1.524283	2.039256	4.734097	4.680534	4.318837	0.558613	0.741471	4.616548	4.258399	4.168232	4.223633	3.815330	2.712890	4.109254	4.047460	2.587442	2.564826	0.913791	1.220612	0.201329	0.926159	3.239159	1.193689	1.609538	1.593694	1.642234	2.810435	3.066622	3.589583	3.805467	3.914677	1.001616	2.558562	1.052269	-0.490953	0.153255	0.598806	1.399560	1.632042	1.764735	2.680195	2.612809	1.880288	2.749940	3.060654	2.758987	2.567713	1.786216	0.000000	0.000000	0.000000	0.000000	1.254007	1.182450	-1.233366	
0.145700	3.772146	3.899341	0.000000	0.000000	1.180217	1.445962	4.811677	4.855610	4.165731	0.578744	0.598978	4.242086	4.482833	4.683573	4.244184	2.082088	0.457201	4.223904	4.061300	3.898822	-1.691808	-1.277053	0.865329	-0.898108	-0.888193	-0.384003	2.472250	1.813770	1.688804	2.006406	3.139478	2.808744	3.720262	3.598306	3.703702	0.769520	2.338452	2.165100	4.207432	1.127690	0.032745	-0.470071	-0.486470	2.187620	3.193297	2.808917	3.094037	3.205734	3.155661	3.008679	2.984520	0.000000	0.000000	0.000000	0.000000	1.361330	1.522153	4.931201	1.551106	
0.633553	-1.391161	0.000000	0.000000	0.000000	1.289552	0.000000	1.570445	3.788387	4.048821	0.561356	0.579957	3.849002	4.431033	4.490759	2.115856	2.217275	4.401185	4.370835	3.095013	-0.265536	-1.835140	-1.781790	0.848238	0.735746	2.586647	2.318196	3.879169	0.000000	0.000000	-0.650111	3.237217	3.177593	3.131583	3.621261	3.656849	5.017674	5.677453	5.630154	5.371187	1.200453	-0.413175	-0.466378	-0.461243	2.231661	2.904474	3.149730	0.000000	2.250628	2.786936	3.202890	3.003659	1.191837	0.000000	0.000000	0.362616	4.947290	5.280167	5.325886	1.577586	
-0.881192	-1.160887	0.000000	2.012714	0.000000	1.721807	0.000000	1.600496	3.764958	1.163924	0.695740	3.980433	4.164411	4.234492	3.807439	2.517998	4.199934	4.586112	0.000000	1.916433	3.680269	3.537321	0.567902	1.806989	2.686895	2.530291	2.082826	3.867579	2.199483	0.000000	0.254730	3.569715	3.486087	3.322986	3.168864	4.224664	4.645120	5.752178	4.874246	5.638107	1.130789	1.224261	-0.476328	-0.451483	2.040195	2.247670	3.292791	0.000000	0.000000	0.000000	0.000000	2.801803	3.209122	0.000000	0.000000	0.945220	5.159979	5.204824	5.016226	-1.635930	
0.390556	0.257257	0.000000	0.000000	0.000000	0.000000	0.000000	1.624718	4.024296	4.071321	0.761644	0.075327	-0.477656	4.202988	4.157407	3.270203	4.635663	2.408981	2.848057	2.820406	3.569848	3.620774	0.912644	1.003503	2.203694	1.591126	2.146883	2.147597	4.381466	1.701018	1.629243	2.460622	2.755222	0.531564	1.118226	1.847430	4.293065	5.013004	4.815506	4.771984	0.011199	2.181948	0.302284	-0.418464	-0.377140	2.364487	3.606398	0.000000	0.000000	0.000000	0.000000	0.000000	2.385170	2.763716	0.000000	0.264024	4.629928	1.558146	-0.220821	-1.732033	
